Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,197.889999,203.770004,194.009995,198.789993,192.534409,13316800
2020-02-25,198.789993,199.889999,187.720001,188.399994,182.471344,18539000
2020-02-26,190.000000,193.509995,187.029999,187.210007,181.318848,14214700
2020-02-27,182.119995,186.339996,180.000000,180.009995,174.345367,17536600
2020-02-28,173.789993,182.330002,172.979996,181.759995,176.040298,22659000
2020-03-02,186.320007,192.440002,183.100006,192.330002,186.277695,17434500
2020-03-03,193.199997,194.039993,184.500000,185.729996,179.885376,15226400
2020-03-04,190.360001,194.490005,186.169998,194.289993,188.175995,10789100
2020-03-05,191.240005,191.919998,185.639999,186.960007,181.076675,10106900
2020-03-06,183.539993,185.990005,179.979996,184.360001,178.558472,15183200
2020-03-09,171.210007,179.570007,168.309998,171.130005,165.744797,20486400
2020-03-10,179.470001,182.610001,171.880005,182.600006,176.853882,16119400
2020-03-11,177.649994,178.729996,170.199997,172.949997,167.507553,14598200
2020-03-12,158.500000,172.000000,156.990005,160.080002,155.042542,27467700
2020-03-13,168.720001,176.320007,162.210007,175.830002,170.296936,19948900
2020-03-16,151.139999,165.309998,147.979996,152.009995,147.226471,23692000
2020-03-17,155.750000,163.699997,149.250000,157.889999,152.921478,22298000
2020-03-18,148.460007,150.679993,139.800003,148.479996,143.807587,22787500
2020-03-19,146.919998,157.250000,141.470001,152.250000,147.458969,19362800
2020-03-20,154.820007,158.259995,145.669998,146.830002,142.209488,18692100
2020-03-23,141.330002,143.350006,133.929993,135.740005,131.468445,30344100
2020-03-24,144.839996,155.250000,143.580002,154.529999,149.667175,24488300
2020-03-25,159.320007,168.179993,153.580002,161.779999,156.689087,20619600
2020-03-26,162.080002,169.529999,161.789993,168.880005,163.565598,17062900
2020-03-27,161.080002,167.100006,158.149994,161.559998,156.475967,14950700
2020-03-30,161.039993,165.869995,160.690002,165.570007,160.359802,15714500
2020-03-31,166.429993,168.190002,160.539993,161.119995,156.049820,20613100
2020-04-01,156.320007,158.070007,151.419998,153.110001,148.291901,12595200
2020-04-02,152.529999,158.350006,151.289993,157.389999,152.437210,14051100
2020-04-03,155.559998,157.720001,150.600006,151.850006,147.071533,11994700
2020-04-06,160.020004,170.729996,158.250000,169.440002,164.108032,16479100
2020-04-07,177.759995,178.800003,168.100006,168.589996,163.284760,15379000
2020-04-08,171.009995,176.000000,167.929993,174.940002,169.434982,11146500
2020-04-09,176.270004,177.190002,172.850006,173.690002,168.224258,12231800
2020-04-13,172.259995,172.320007,166.149994,168.990005,163.672180,14043700
2020-04-14,173.089996,175.429993,170.830002,174.619995,169.125000,9980500
2020-04-15,168.699997,169.360001,164.949997,165.960007,160.737518,12118700
2020-04-16,167.110001,168.000000,159.800003,162.419998,157.308929,20308200
2020-04-17,169.649994,170.990005,164.949997,169.539993,164.204849,15375800
2020-04-20,167.330002,167.429993,163.199997,164.220001,159.052261,10505200
2020-04-21,162.000000,162.570007,159.149994,160.529999,155.478409,10562100
2020-04-22,164.660004,167.699997,162.919998,166.589996,161.347672,14502500
2020-04-23,167.880005,170.410004,166.210007,166.380005,161.144272,11411300
2020-04-24,168.440002,168.750000,164.009995,167.320007,162.054733,8391400
2020-04-27,168.649994,172.350006,168.550003,171.759995,166.355026,9903300
2020-04-28,175.000000,175.009995,170.380005,171.250000,165.861023,8614400
2020-04-29,176.850006,182.250000,176.100006,181.789993,176.069351,12862800
2020-04-30,181.779999,181.830002,177.660004,178.720001,173.095978,11331600
2020-05-01,174.449997,179.639999,174.270004,175.570007,170.045120,10109600
2020-05-04,172.949997,176.940002,171.720001,176.149994,170.606857,9386200
2020-05-05,179.089996,181.100006,178.259995,178.440002,172.824799,13513000
2020-05-06,179.720001,180.509995,177.880005,178.779999,173.154114,8540500
2020-05-07,181.750000,184.979996,181.710007,182.720001,176.970123,9262200
2020-05-08,185.029999,185.750000,183.619995,185.089996,179.265518,6470100
2020-05-11,183.869995,184.619995,181.429993,183.559998,177.783691,8683100
2020-05-12,183.559998,183.990005,179.369995,179.470001,173.822388,8219700
2020-05-13,178.500000,181.089996,175.039993,177.089996,171.804474,13377100
2020-05-14,175.940002,181.050003,173.820007,180.899994,175.500748,9695100
2020-05-15,179.979996,184.139999,178.869995,183.490005,178.013428,10785900
2020-05-18,188.000000,192.830002,187.470001,191.380005,185.667984,11802200
2020-05-19,191.139999,194.500000,189.229996,189.360001,183.708252,7446800
2020-05-20,193.000000,194.990005,192.410004,193.860001,188.073959,9545600
2020-05-21,193.500000,193.619995,190.020004,190.619995,184.930679,11338100
2020-05-22,191.000000,191.369995,189.229996,190.860001,185.163483,5807600
2020-05-26,195.800003,196.270004,192.759995,193.220001,187.453064,9662200
2020-05-27,194.309998,194.309998,188.520004,192.820007,187.064987,7650300
2020-05-28,193.539993,198.289993,192.710007,194.259995,188.462006,8352200
2020-05-29,194.500000,196.740005,193.279999,195.240005,189.412750,10211900
2020-06-01,194.710007,195.880005,193.520004,194.350006,188.549316,6011300
2020-06-02,195.940002,197.520004,194.919998,196.360001,190.499313,8462100
2020-06-03,198.000000,198.139999,195.570007,196.869995,190.994110,8879400
2020-06-04,195.979996,196.460007,193.119995,193.639999,187.860519,7829800
2020-06-05,196.199997,199.770004,195.479996,199.610001,193.652344,8561200
2020-06-08,199.580002,199.960007,197.130005,199.600006,193.642624,7628100
2020-06-09,198.360001,201.669998,198.240005,199.080002,193.138138,6892300
2020-06-10,199.899994,202.179993,198.949997,200.479996,194.496399,8405300
2020-06-11,195.139999,196.360001,188.750000,188.880005,183.242615,11974600
2020-06-12,194.210007,195.000000,187.850006,192.259995,186.521683,11706300
2020-06-15,187.000000,192.479996,186.210007,191.759995,186.036591,6752700
2020-06-16,196.860001,198.380005,191.800003,192.880005,187.123199,11057200
2020-06-17,193.660004,195.369995,193.059998,193.559998,187.782867,5968900
2020-06-18,192.600006,194.250000,192.110001,193.910004,188.122452,5803200
2020-06-19,196.889999,197.100006,191.369995,192.199997,186.463470,11483300
2020-06-22,191.990005,196.360001,191.289993,194.960007,189.141098,6674500
2020-06-23,196.250000,200.149994,195.820007,197.970001,192.061279,9866800
2020-06-24,197.020004,197.479996,190.690002,191.410004,185.697067,9453100
2020-06-25,191.100006,194.240005,189.899994,193.979996,188.190338,9936600
2020-06-26,193.100006,194.130005,189.080002,189.270004,183.620941,11836000
2020-06-29,189.910004,191.449997,187.300003,191.380005,185.667984,8020400
2020-06-30,191.490005,193.750000,190.160004,193.169998,187.404526,9040100
2020-07-01,193.850006,195.350006,192.660004,193.779999,187.996338,6394100
2020-07-02,196.000000,197.919998,195.000000,195.669998,189.829926,6299300
2020-07-06,198.729996,199.179993,195.679993,197.759995,191.857544,7292200
2020-07-07,196.809998,198.899994,193.809998,194.199997,188.403763,7660100
2020-07-08,195.080002,195.520004,193.119995,195.070007,189.247818,8368000
2020-07-09,195.000000,195.490005,189.949997,192.210007,186.473190,8548200
2020-07-10,191.649994,192.820007,189.440002,192.550003,186.803040,7674200
2020-07-13,193.610001,195.190002,188.699997,189.020004,183.378418,8564100
2020-07-14,189.500000,193.470001,187.179993,193.330002,187.559769,8003900
2020-07-15,195.229996,197.770004,194.500000,196.550003,190.683655,7681100
2020-07-16,195.330002,195.710007,192.520004,193.500000,187.724716,5064000
2020-07-17,194.830002,195.570007,193.119995,195.089996,189.267212,6395000
2020-07-20,194.740005,199.479996,193.669998,198.470001,192.546341,6985300
2020-07-21,200.000000,200.169998,195.679993,196.479996,190.615738,7218700
2020-07-22,196.479996,199.000000,196.250000,198.860001,192.924698,6823400
2020-07-23,198.440002,200.949997,196.429993,197.429993,191.537384,6106700
2020-07-24,195.669998,197.479996,194.029999,195.149994,189.325455,7160300
2020-07-27,195.160004,197.809998,194.199997,196.910004,191.032913,5604700
2020-07-28,197.690002,199.369995,196.710007,196.740005,190.867981,6897300
2020-07-29,193.089996,198.889999,193.050003,198.580002,192.653061,9471300
2020-07-30,195.199997,196.559998,192.119995,194.059998,188.267990,10499400
2020-07-31,194.419998,194.690002,189.440002,190.399994,184.717194,14180800
2020-08-03,191.800003,193.339996,190.210007,190.690002,184.998535,11405200
2020-08-04,191.130005,192.940002,190.080002,192.289993,186.550781,8204000
2020-08-05,193.559998,198.179993,193.100006,196.100006,190.247070,8876800
2020-08-06,195.979996,198.919998,194.789993,198.770004,192.837402,7480300
2020-08-07,197.589996,197.979996,195.300003,196.360001,190.499313,5654000
2020-08-10,196.360001,198.309998,195.330002,196.789993,190.916473,5525400
2020-08-11,197.820007,202.889999,196.339996,197.770004,191.867249,11549600
2020-08-12,199.000000,200.229996,198.240005,198.740005,192.808289,5432500
2020-08-13,197.130005,199.940002,197.029999,197.580002,191.972687,7014800
2020-08-14,197.009995,198.070007,195.770004,196.639999,191.059372,5014400
2020-08-17,197.300003,200.460007,196.710007,199.429993,193.770172,6256200
2020-08-18,199.979996,200.100006,196.820007,199.009995,193.362091,6519900
2020-08-19,198.919998,202.839996,198.899994,200.990005,195.285919,9467600
2020-08-20,199.899994,204.440002,199.600006,204.149994,198.356247,8849200
2020-08-21,204.500000,205.139999,203.339996,204.130005,198.336792,9998300
2020-08-24,205.009995,206.449997,204.669998,206.410004,200.552063,6159600
2020-08-25,207.190002,208.199997,205.539993,208.100006,202.194138,5828300
2020-08-26,208.100006,210.800003,207.300003,210.259995,204.292831,7035200
2020-08-27,211.210007,212.179993,209.050003,211.029999,205.040985,8619600
2020-08-28,212.000000,216.160004,211.220001,215.710007,209.588165,7349800
2020-08-31,215.539993,215.960007,211.559998,211.990005,205.973740,9326900
2020-09-01,212.210007,213.889999,211.119995,213.350006,207.295135,5642900
2020-09-02,214.130005,217.350006,213.770004,216.479996,210.336288,9863800
2020-09-03,214.929993,214.929993,207.089996,208.960007,203.029739,11310200
2020-09-04,208.490005,210.500000,200.149994,204.660004,198.851776,13243600
2020-09-08,200.779999,202.250000,199.210007,200.119995,194.440613,14186900
2020-09-09,204.350006,206.289993,201.949997,204.059998,198.268753,7532600
2020-09-10,204.860001,207.000000,200.449997,201.539993,195.820313,7243000
2020-09-11,201.580002,202.410004,198.910004,200.679993,194.984680,7439000
2020-09-14,203.350006,206.410004,203.139999,204.979996,199.162643,11730500
2020-09-15,206.750000,208.210007,204.770004,205.389999,199.561050,6328600
2020-09-16,206.740005,207.750000,204.949997,205.130005,199.308395,6135000
2020-09-17,202.850006,205.580002,202.000000,205.270004,199.444443,7474900
2020-09-18,205.470001,205.720001,201.720001,202.610001,196.859924,9084100
2020-09-21,199.910004,201.250000,194.699997,197.449997,191.846375,9656000
2020-09-22,198.089996,200.710007,196.800003,200.559998,194.868103,7543100
2020-09-23,200.800003,201.089996,194.570007,195.369995,189.825394,6310600
2020-09-24,195.149994,197.669998,193.130005,195.520004,189.971130,9865300
2020-09-25,195.020004,198.139999,193.509995,197.250000,191.652069,5496100
2020-09-28,200.630005,201.720001,199.830002,200.320007,194.634933,5565300
2020-09-29,200.580002,202.380005,199.369995,199.440002,193.779922,5513500
2020-09-30,200.850006,202.539993,198.889999,199.970001,194.294861,9157600
2020-10-01,202.210007,205.199997,201.639999,203.350006,197.578964,7234600
2020-10-02,200.000000,202.830002,199.399994,201.460007,195.742569,6019700
2020-10-05,202.710007,203.649994,201.050003,203.539993,197.763535,6090500
2020-10-06,204.110001,205.100006,199.710007,200.449997,194.761246,5841100
2020-10-07,202.000000,202.789993,199.990005,202.470001,196.723938,6713400
2020-10-08,204.000000,204.300003,202.229996,202.979996,197.219421,3955600
2020-10-09,204.000000,207.080002,203.679993,206.639999,200.775574,5562900
2020-10-12,206.940002,207.970001,205.729996,206.399994,200.542343,6622700
2020-10-13,203.380005,205.210007,203.029999,204.320007,198.521423,5621700
2020-10-14,204.710007,204.970001,201.130005,202.199997,196.461578,5320000
2020-10-15,201.009995,204.699997,197.600006,199.550003,193.886780,8885500
2020-10-16,199.990005,202.649994,199.410004,200.259995,194.576630,6385900
2020-10-19,200.850006,201.070007,196.500000,196.970001,191.379990,7449600
2020-10-20,197.550003,199.660004,196.710007,197.699997,192.089264,7427000
2020-10-21,197.830002,200.419998,197.830002,198.429993,192.798569,6067200
2020-10-22,199.339996,199.770004,195.759995,197.990005,192.371048,4908200
2020-10-23,199.750000,199.880005,196.020004,198.009995,192.390488,5877200
2020-10-26,196.000000,196.419998,190.720001,193.070007,187.590683,12608700
2020-10-27,193.000000,193.699997,189.220001,190.059998,184.666107,8690400
2020-10-28,183.979996,184.699997,179.339996,180.869995,175.736923,17809500
2020-10-29,183.000000,187.000000,179.339996,184.869995,179.623383,16820900
2020-10-30,182.660004,184.220001,179.229996,181.710007,176.553085,10252900
2020-11-02,184.509995,186.919998,183.889999,184.740005,179.497086,8057100
2020-11-03,186.830002,189.529999,185.160004,188.339996,182.994919,6467900
2020-11-04,192.889999,196.880005,191.529999,193.970001,188.465118,8102700
2020-11-05,198.360001,200.990005,197.289993,197.639999,192.030975,7132100
2020-11-06,197.350006,199.679993,195.429993,198.470001,192.837433,6180500
2020-11-09,214.690002,217.649994,212.279999,212.679993,206.644150,17916900
2020-11-10,211.940002,214.059998,210.550003,213.309998,207.256256,7943600
2020-11-11,212.169998,214.279999,211.669998,212.699997,206.663574,5337200
2020-11-12,211.429993,212.539993,207.139999,208.259995,202.654465,7302500
2020-11-13,209.910004,211.279999,207.300003,210.479996,204.814713,6377500
2020-11-16,214.570007,215.089996,211.830002,212.699997,206.974960,12083200
2020-11-17,210.559998,212.089996,209.500000,210.710007,205.038559,7268800
2020-11-18,209.720001,211.149994,207.669998,207.830002,202.236069,6977900
2020-11-19,207.240005,208.729996,205.529999,207.570007,201.983063,5657200
2020-11-20,207.130005,208.110001,203.809998,203.880005,198.392365,9653500
2020-11-23,204.699997,209.000000,204.699997,208.160004,202.557190,6101900
2020-11-24,210.850006,213.820007,209.399994,209.679993,204.036224,10110800
2020-11-25,209.669998,211.949997,208.869995,210.889999,205.213699,6772900
2020-11-27,212.000000,212.029999,208.809998,211.000000,205.320694,3512900
2020-11-30,209.539993,210.539993,206.600006,210.350006,204.688232,7725500
2020-12-01,212.130005,213.669998,211.039993,211.199997,205.515305,8047900
2020-12-02,211.000000,211.399994,208.479996,210.179993,204.522781,9728900
2020-12-03,209.779999,211.110001,207.610001,208.050003,202.450119,9203300
2020-12-04,209.740005,212.720001,208.509995,212.679993,206.955551,5720100
2020-12-07,211.970001,214.500000,211.800003,212.649994,206.926285,10624500
2020-12-08,209.949997,213.130005,209.889999,212.770004,207.043106,8646200
2020-12-09,213.229996,213.500000,208.949997,209.580002,203.938934,6251100
2020-12-10,208.509995,209.300003,207.250000,207.610001,202.021973,10492000
2020-12-11,205.360001,206.889999,204.500000,206.240005,200.688843,9227600
2020-12-14,207.850006,211.300003,206.970001,207.250000,201.671646,11967700
2020-12-15,208.539993,209.440002,206.160004,208.360001,202.751801,9796100
2020-12-16,208.479996,209.130005,207.139999,208.270004,202.664200,7504400
2020-12-17,209.000000,211.779999,208.850006,211.179993,205.495850,6517200
2020-12-18,211.020004,211.979996,209.869995,211.309998,205.622360,13298200
2020-12-21,208.270004,209.800003,204.789993,209.009995,203.384277,7576700
2020-12-22,208.389999,208.399994,205.600006,205.839996,200.299622,7396200
2020-12-23,207.330002,207.330002,205.110001,205.300003,199.774155,6523100
2020-12-24,206.639999,208.820007,206.600006,208.699997,203.082626,3367900
2020-12-28,209.850006,213.460007,208.949997,212.630005,206.906876,5816200
2020-12-29,214.610001,215.240005,213.539993,214.369995,208.600021,6093400
2020-12-30,216.000000,220.389999,215.649994,218.360001,212.482635,8875100
2020-12-31,218.399994,219.820007,216.199997,218.729996,212.842651,5922200
2021-01-04,220.250000,220.250000,214.240005,217.759995,211.898743,10318300
2021-01-05,216.309998,218.460007,213.639999,214.509995,208.736267,6869700
2021-01-06,213.800003,216.169998,212.070007,212.619995,206.897110,7206200
2021-01-07,212.199997,215.220001,212.199997,213.809998,208.055069,10967900
2021-01-08,214.169998,216.119995,212.750000,215.449997,209.650970,6513000
2021-01-11,213.960007,214.860001,212.479996,212.889999,207.159866,7353100
2021-01-12,212.339996,212.789993,207.470001,208.860001,203.238327,9331600
2021-01-13,209.410004,211.000000,208.630005,209.350006,203.715164,6688500
2021-01-14,210.570007,211.210007,201.729996,201.860001,196.426743,12887500
2021-01-15,201.539993,203.259995,200.429993,201.589996,196.163971,8755000
2021-01-19,203.050003,204.169998,200.070007,201.660004,196.232132,9772000
2021-01-20,203.029999,207.190002,202.229996,206.009995,200.465012,12675700
2021-01-21,206.050003,207.169998,204.750000,205.139999,199.618454,6513500
2021-01-22,203.990005,205.330002,201.800003,202.020004,196.582428,7316200
2021-01-25,200.339996,201.639999,195.750000,200.979996,195.570419,19282400
2021-01-26,201.759995,203.490005,200.970001,202.009995,196.572678,9605300
2021-01-27,197.639999,199.699997,193.960007,194.970001,189.722244,13772400
2021-01-28,200.000000,202.000000,198.169998,198.220001,192.884735,11041300
2021-01-29,197.820007,203.050003,192.809998,193.250000,188.048462,21503000
2021-02-01,195.139999,199.210007,195.020004,198.360001,193.020950,12970700
2021-02-02,200.850006,204.350006,200.000000,202.610001,197.156540,11305100
2021-02-03,203.070007,203.509995,200.979996,201.360001,195.940186,13458600
2021-02-04,203.240005,209.679993,203.100006,209.250000,203.617813,14534800
2021-02-05,209.979996,210.130005,208.660004,208.770004,203.150772,10284000
2021-02-08,210.000000,210.649994,205.910004,206.889999,201.321350,8637100
2021-02-09,205.759995,207.630005,203.699997,206.520004,200.961319,7619400
2021-02-10,207.970001,207.970001,205.940002,206.440002,200.883423,8467600
2021-02-11,207.330002,211.589996,207.190002,210.660004,205.308090,8411100
2021-02-12,209.360001,211.130005,207.679993,209.960007,204.625916,6911000
2021-02-16,210.660004,211.050003,207.350006,207.899994,202.618240,9652700
2021-02-17,205.259995,208.279999,205.059998,207.509995,202.238144,8373200
2021-02-18,205.880005,209.699997,204.960007,209.350006,204.031433,7328600
2021-02-19,209.339996,209.529999,203.759995,204.729996,199.528763,15011500
2021-02-22,203.550003,210.649994,203.110001,208.320007,203.027588,8337700
2021-02-23,207.399994,213.910004,206.550003,212.110001,206.721283,10571700
2021-02-24,212.360001,220.529999,211.289993,219.429993,213.855316,12039000
2021-02-25,219.289993,220.449997,212.580002,213.750000,208.319611,11404300
2021-02-26,214.050003,215.210007,210.740005,212.389999,206.994171,11730000
2021-03-01,214.970001,217.800003,214.789993,216.630005,211.126465,6982000
2021-03-02,216.960007,217.929993,214.820007,215.770004,210.288300,6155200
2021-03-03,215.149994,217.190002,212.860001,214.850006,209.391693,6484600
2021-03-04,215.970001,217.020004,208.669998,211.500000,206.126785,10658900
2021-03-05,213.729996,216.100006,209.630005,215.410004,209.937439,7582000
2021-03-08,216.979996,226.130005,215.809998,220.270004,214.673981,14750400
2021-03-09,222.059998,225.000000,220.190002,220.360001,214.761719,9228600
2021-03-10,220.720001,224.190002,219.399994,223.169998,217.500305,7822900
